,Sell_price,Date_of_sale,Type,sqm_price,Rooms,m2,Building_year,building_address,location,latitude,longitude
3335,2259000,2004-11-30, Ejerlejlighed ,23051,1,98,1962,Amaliegade 13B København K,"13B, Amaliegade, Frederiksstaden, København, Københavns Kommune, Region Hovedstaden, 1256, Danmark",55.683038,12.591639
3336,1658000,2004-11-12, Ejerlejlighed ,23686,1,70,1962,Amaliegade 13B København K,"13B, Amaliegade, Frederiksstaden, København, Københavns Kommune, Region Hovedstaden, 1256, Danmark",55.683038,12.591639
3337,3037000,2004-08-19, Ejerlejlighed ,25099,3,121,1962,Amaliegade 13B København K,"13B, Amaliegade, Frederiksstaden, København, Københavns Kommune, Region Hovedstaden, 1256, Danmark",55.683038,12.591639
3338,3099000,2004-08-19, Ejerlejlighed ,25612,3,121,1962,Amaliegade 13B København K,"13B, Amaliegade, Frederiksstaden, København, Københavns Kommune, Region Hovedstaden, 1256, Danmark",55.683038,12.591639
3339,3162000,2004-07-30, Ejerlejlighed ,26132,3,121,1962,Amaliegade 13B København K,"13B, Amaliegade, Frederiksstaden, København, Københavns Kommune, Region Hovedstaden, 1256, Danmark",55.683038,12.591639
3340,1761000,2004-07-30, Ejerlejlighed ,25157,1,70,1962,Amaliegade 13B København K,"13B, Amaliegade, Frederiksstaden, København, Københavns Kommune, Region Hovedstaden, 1256, Danmark",55.683038,12.591639
3341,1796000,2004-07-30, Ejerlejlighed ,25657,1,70,1962,Amaliegade 13B København K,"13B, Amaliegade, Frederiksstaden, København, Københavns Kommune, Region Hovedstaden, 1256, Danmark",55.683038,12.591639
3342,1225000,2005-12-23, Ejerlejlighed ,26064,1,47,1971,Matthæusgade 50 København V,"SuperBrugsen, 50, Matthæusgade, Sorte Hest, Vesterbro, København, Københavns Kommune, Region Hovedstaden, 1662, Danmark",55.6697238,12.5457814
3343,434000,2000-05-24, Ejerlejlighed ,9042,1,48,1971,Matthæusgade 50 København V,"SuperBrugsen, 50, Matthæusgade, Sorte Hest, Vesterbro, København, Københavns Kommune, Region Hovedstaden, 1662, Danmark",55.6697238,12.5457814
3344,274065,1997-04-29, Ejerlejlighed ,3915,2,70,1971,Matthæusgade 50 København V,"SuperBrugsen, 50, Matthæusgade, Sorte Hest, Vesterbro, København, Københavns Kommune, Region Hovedstaden, 1662, Danmark",55.6697238,12.5457814
3345,694822,2002-11-20, Ejerlejlighed ,14783,1,47,1971,Matthæusgade 50 København V,"SuperBrugsen, 50, Matthæusgade, Sorte Hest, Vesterbro, København, Københavns Kommune, Region Hovedstaden, 1662, Danmark",55.6697238,12.5457814
3346,897000,2007-06-04, Ejerlejlighed ,19085,1,47,1971,Matthæusgade 50 København V,"SuperBrugsen, 50, Matthæusgade, Sorte Hest, Vesterbro, København, Københavns Kommune, Region Hovedstaden, 1662, Danmark",55.6697238,12.5457814
3347,541051,2001-07-17, Ejerlejlighed ,11512,1,47,1971,Matthæusgade 50 København V,"SuperBrugsen, 50, Matthæusgade, Sorte Hest, Vesterbro, København, Københavns Kommune, Region Hovedstaden, 1662, Danmark",55.6697238,12.5457814
3348,923976,2005-12-23, Ejerlejlighed ,16800,2,55,1901,Nørre Sideallé 5 København N,"5, Nørre Sideallé, Nørrebro, København, Københavns Kommune, Region Hovedstaden, 2200, Danmark",55.693327,12.560358
3349,2035000,2006-03-14, Ejerlejlighed ,40700,2,50,1901,Nørre Sideallé 5 København N,"5, Nørre Sideallé, Nørrebro, København, Københavns Kommune, Region Hovedstaden, 2200, Danmark",55.693327,12.560358
3350,2040000,2005-12-24, Ejerlejlighed ,13247,7,154,1896,Åboulevard 18 København N,"18, Åboulevard, Kødbyen, Vesterbro, København, Københavns Kommune, Region Hovedstaden, 2200, Danmark",55.683854,12.555766
3351,1409160,1998-08-14, Ejerlejlighed ,8007,6,176,1896,Åboulevard 18 København N,"18, Åboulevard, Kødbyen, Vesterbro, København, Københavns Kommune, Region Hovedstaden, 2200, Danmark",55.683854,12.555766
3352,2000000,2007-04-16, Ejerlejlighed ,10000,6,200,1896,Åboulevard 18 København N,"18, Åboulevard, Kødbyen, Vesterbro, København, Københavns Kommune, Region Hovedstaden, 2200, Danmark",55.683854,12.555766
3353,1290237,2005-06-02, Ejerlejlighed ,7050,7,183,1896,Åboulevard 18 København N,"18, Åboulevard, Kødbyen, Vesterbro, København, Københavns Kommune, Region Hovedstaden, 2200, Danmark",55.683854,12.555766
3354,3995000,2005-12-24, Ejerlejlighed ,19975,5,200,1971,Johannes V. Jensens Alle 48 Frederiksberg,"48, Johannes V. Jensens Alle, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.671845,12.499518
3355,3100000,2001-08-28, Ejerlejlighed ,17919,6,173,1971,Johannes V. Jensens Alle 48 Frederiksberg,"48, Johannes V. Jensens Alle, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.671845,12.499518
3356,5750000,2007-03-01, Ejerlejlighed ,30749,6,187,1971,Johannes V. Jensens Alle 48 Frederiksberg,"48, Johannes V. Jensens Alle, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.671845,12.499518
3357,1593030,1995-10-05, Ejerlejlighed ,8211,6,194,1971,Johannes V. Jensens Alle 48 Frederiksberg,"48, Johannes V. Jensens Alle, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.671845,12.499518
3358,3000000,2004-08-16, Ejerlejlighed ,16667,6,180,1971,Johannes V. Jensens Alle 48 Frederiksberg,"48, Johannes V. Jensens Alle, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.671845,12.499518
3359,1957700,1999-02-03, Ejerlejlighed ,11723,6,167,1971,Johannes V. Jensens Alle 48 Frederiksberg,"48, Johannes V. Jensens Alle, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.671845,12.499518
3360,4900000,2005-12-25, Ejerlejlighed ,41176,4,119,2003,Hammershøis Kaj 10 København K,"10, Hammershøis Kaj, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 1402, Danmark",55.671854,12.585575
3361,3450000,2002-05-21, Ejerlejlighed ,27165,3,127,2003,Hammershøis Kaj 10 København K,"10, Hammershøis Kaj, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 1402, Danmark",55.671854,12.585575
3362,3260057,2002-11-25, Ejerlejlighed ,25670,3,127,2003,Hammershøis Kaj 10 København K,"10, Hammershøis Kaj, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 1402, Danmark",55.671854,12.585575
3363,3548908,2002-04-24, Ejerlejlighed ,27944,3,127,2003,Hammershøis Kaj 10 København K,"10, Hammershøis Kaj, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 1402, Danmark",55.671854,12.585575
3364,4615000,2003-03-24, Ejerlejlighed ,29583,4,156,2003,Hammershøis Kaj 10 København K,"10, Hammershøis Kaj, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 1402, Danmark",55.671854,12.585575
3365,3745000,2004-03-05, Ejerlejlighed ,24006,4,156,2003,Hammershøis Kaj 10 København K,"10, Hammershøis Kaj, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 1402, Danmark",55.671854,12.585575
3366,1769062,2005-12-27, Rækkehus ,10920,6,162,1921,Rudolph Berghs Gade 22 København Ø,"22, Rudolph Berghs Gade, Nørrebro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.709891000000006,12.558111
3367,3795000,2005-12-27, Ejerlejlighed ,24327,6,156,1929,Strandvejen 10 København Ø,"10, Strandvejen, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.717088,12.577605
3368,3454197,2001-05-04, Ejerlejlighed ,19406,7,178,1929,Strandvejen 10 København Ø,"10, Strandvejen, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.717088,12.577605
3369,5300000,2005-12-28, Rækkehus ,41085,5,129,1873,Hallinsgade 11 København Ø,"11, Hallinsgade, Kartoffelrækkerne, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.692719,12.576508
3370,900000,2005-12-28, Villa ,10227,4,88,1932,Kinavej 21 København S,"21, Kinavej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.651397,12.629583
3371,3000000,2005-12-28, Rækkehus ,22059,6,136,1894,H.C. Lumbyes Gade 14 København Ø,"14, H.C. Lumbyes Gade, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.71368,12.573271
3372,1895000,2005-12-28, Ejerlejlighed ,31583,2,60,1931,Østbanegade 39 København Ø,"39, Østbanegade, Marmormolen, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.698008,12.591574
3373,426940,1995-09-18, Ejerlejlighed ,7116,2,60,1931,Østbanegade 39 København Ø,"39, Østbanegade, Marmormolen, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.698008,12.591574
3374,1250000,2004-04-05, Ejerlejlighed ,21186,2,59,1931,Østbanegade 39 København Ø,"39, Østbanegade, Marmormolen, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.698008,12.591574
3375,1180000,2005-12-28, Ejerlejlighed ,16620,2,71,1946,Aksel Møllers Have 30 Frederiksberg,"30, Aksel Møllers Have, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.685155,12.531216
3376,1075000,2003-05-27, Ejerlejlighed ,18534,2,58,1946,Aksel Møllers Have 30 Frederiksberg,"30, Aksel Møllers Have, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.685155,12.531216
3377,2250000,2006-03-04, Ejerlejlighed ,39474,2,57,1946,Aksel Møllers Have 30 Frederiksberg,"30, Aksel Møllers Have, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.685155,12.531216
3378,850000,2000-08-21, Ejerlejlighed ,13281,2,64,1946,Aksel Møllers Have 30 Frederiksberg,"30, Aksel Møllers Have, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.685155,12.531216
3379,1425000,2004-06-20, Ejerlejlighed ,20070,2,71,1946,Aksel Møllers Have 30 Frederiksberg,"30, Aksel Møllers Have, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.685155,12.531216
3380,1515000,2005-12-28, Ejerlejlighed ,30918,2,49,1901,Ålandsgade 7 København S,"7, Ålandsgade, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.66423100000001,12.604871
3381,998306,2002-02-15, Ejerlejlighed ,20374,2,49,1901,Ålandsgade 7 København S,"7, Ålandsgade, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.66423100000001,12.604871
3382,1690000,2005-12-29, Ejerlejlighed ,28167,2,60,1930,Lundtoftegade 101 København N,"101, Lundtoftegade, Nørrebro, København, Københavns Kommune, Region Hovedstaden, 2200, Danmark",55.69856899999999,12.538304
3383,662000,1999-07-25, Ejerlejlighed ,11614,2,57,1930,Lundtoftegade 101 København N,"101, Lundtoftegade, Nørrebro, København, Københavns Kommune, Region Hovedstaden, 2200, Danmark",55.69856899999999,12.538304
3384,7500000,2005-12-29, Ejerlejlighed ,29528,7,254,1778,Lille Strandstræde 20 København K,"20, Lille Strandstræde, Frederiksstaden, København, Københavns Kommune, Region Hovedstaden, 1254, Danmark",55.68121,12.590218
3385,6000000,2005-12-29, Ejerlejlighed ,33520,5,179,1914,Vodroffsvej 61 Frederiksberg C,,,
3386,3050000,2005-12-30, Ejerlejlighed ,26522,4,115,1955,Emdrupvej 104 København NV,,,
3387,1595000,2003-02-09, Ejerlejlighed ,13870,4,115,1955,Emdrupvej 104 København NV,,,
3388,280000,2006-04-15, Ejerlejlighed ,3733,2,75,1903,Baldersgade 71 København N,"71, Baldersgade, Nørrebro, København, Københavns Kommune, Region Hovedstaden, 2200, Danmark",55.70187900000001,12.548648
3389,280000,2006-04-15, Ejerlejlighed ,3294,2,85,1903,Baldersgade 71 København N,"71, Baldersgade, Nørrebro, København, Københavns Kommune, Region Hovedstaden, 2200, Danmark",55.70187900000001,12.548648
3390,280000,2006-04-15, Ejerlejlighed ,3294,3,85,1903,Baldersgade 71 København N,"71, Baldersgade, Nørrebro, København, Københavns Kommune, Region Hovedstaden, 2200, Danmark",55.70187900000001,12.548648
3391,280000,2006-04-15, Ejerlejlighed ,3836,3,73,1903,Baldersgade 71 København N,"71, Baldersgade, Nørrebro, København, Københavns Kommune, Region Hovedstaden, 2200, Danmark",55.70187900000001,12.548648
3392,280000,2006-04-15, Ejerlejlighed ,5000,2,56,1903,Baldersgade 73 København N,"73, Baldersgade, Nørrebro, København, Københavns Kommune, Region Hovedstaden, 2200, Danmark",55.701965,12.548794
3393,2225000,2006-04-15, Ejerlejlighed ,35317,2,63,1905,Jellingegade 3 København Ø,"3, Jellingegade, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.706413,12.579091
3394,3324317,2006-04-16, Ejerlejlighed ,34628,3,96,2008,Kenny Drews Vej 61 København SV,,,
3395,4464090,2006-03-07, Ejerlejlighed ,46990,3,95,2008,Kenny Drews Vej 61 København SV,,,
3396,4572983,2006-03-09, Ejerlejlighed ,47144,3,97,2008,Kenny Drews Vej 61 København SV,,,
3397,3350000,2006-04-17, Rækkehus ,30734,4,109,1903,Grækenlandsvej 62 København S,"62, Grækenlandsvej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.650159,12.616991
3398,5600000,2006-04-17, Ejerlejlighed ,45528,3,123,2007,Pakhusvej 10 København Ø,"10, Pakhusvej, Marmormolen, Frederiksstaden, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.696877,12.593983
3399,3400000,2006-06-13, Ejerlejlighed ,26357,3,129,2007,Pakhusvej 10 København Ø,"10, Pakhusvej, Marmormolen, Frederiksstaden, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.696877,12.593983
3400,2795000,2006-04-18, Ejerlejlighed ,35833,2,78,1975,Grundtvigs Sidevej 5 Frederiksberg C,"5, Grundtvigs Sidevej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 1865, Danmark",55.679047,12.538487
3401,3675000,2006-04-18, Ejerlejlighed ,42241,3,87,2007,Amerika Plads 20 København Ø,"20, Amerika Plads, Marmormolen, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.699483,12.594325
3402,3625000,2006-12-05, Ejerlejlighed ,41193,3,88,2007,Amerika Plads 20 København Ø,"20, Amerika Plads, Marmormolen, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.699483,12.594325
3403,3295000,2006-04-18, Ejerlejlighed ,30509,4,108,2006,Teglholm Allé 9E København SV,,,
3404,2275000,2005-10-09, Ejerlejlighed ,24462,3,93,2006,Teglholm Allé 9E København SV,,,
3405,995000,2006-04-18, Ejerlejlighed ,24875,1,40,1973,Peter Ipsens Allé 3 København NV,,,
3406,995000,2006-01-14, Ejerlejlighed ,21170,1,47,1973,Peter Ipsens Allé 3 København NV,,,
3407,815000,2006-01-15, Ejerlejlighed ,20375,1,40,1973,Peter Ipsens Allé 3 København NV,,,
3408,899000,2003-09-29, Ejerlejlighed ,16345,2,55,1973,Peter Ipsens Allé 3 København NV,,,
3409,850000,2007-06-12, Ejerlejlighed ,21250,1,40,1973,Peter Ipsens Allé 3 København NV,,,
3410,1275000,2007-01-04, Ejerlejlighed ,23182,2,55,1973,Peter Ipsens Allé 3 København NV,,,
3411,793000,2007-01-04, Ejerlejlighed ,22657,1,35,1973,Peter Ipsens Allé 3 København NV,,,
3412,390000,2002-05-28, Ejerlejlighed ,8298,1,47,1973,Peter Ipsens Allé 3 København NV,,,
3413,565000,2002-10-13, Ejerlejlighed ,16143,1,35,1973,Peter Ipsens Allé 3 København NV,,,
3414,1195000,2007-07-21, Ejerlejlighed ,25426,1,47,1973,Peter Ipsens Allé 3 København NV,,,
3415,1450000,2007-07-11, Ejerlejlighed ,26364,2,55,1973,Peter Ipsens Allé 3 København NV,,,
3416,550000,2004-02-16, Ejerlejlighed ,13750,1,40,1973,Peter Ipsens Allé 3 København NV,,,
3417,203360,1998-03-20, Ejerlejlighed ,5084,1,40,1973,Peter Ipsens Allé 3 København NV,,,
3418,391500,1999-01-20, Ejerlejlighed ,7118,2,55,1973,Peter Ipsens Allé 3 København NV,,,
3419,749000,2005-09-07, Ejerlejlighed ,18725,1,40,1973,Peter Ipsens Allé 3 København NV,,,
3420,265000,1998-09-24, Ejerlejlighed ,6625,2,40,1973,Peter Ipsens Allé 3 København NV,,,
3421,660000,2005-09-14, Ejerlejlighed ,16500,1,40,1973,Peter Ipsens Allé 3 København NV,,,
3422,1895000,2006-04-18, Ejerlejlighed ,28284,2,67,1914,Amagerfælledvej 35 København S,"35, Amagerfælledvej, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.664989,12.59483
3423,6051500,2006-04-18, Ejerlejlighed ,28147,6,215,1873,Cort Adelers Gade 1 København K,"1, Cort Adelers Gade, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 1053, Danmark",55.678475,12.590724
3424,1800000,2005-10-31, Ejerlejlighed ,8738,7,206,1873,Cort Adelers Gade 1 København K,"1, Cort Adelers Gade, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 1053, Danmark",55.678475,12.590724
3425,3300000,2004-02-01, Ejerlejlighed ,17460,5,189,1873,Cort Adelers Gade 1 København K,"1, Cort Adelers Gade, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 1053, Danmark",55.678475,12.590724
3426,2225000,2006-04-19, Ejerlejlighed ,27469,3,81,1953,Rådmand Steins Alle 23 Frederiksberg,"Rådmand Steins Alle, Frederiksberg Kommune, Region Hovedstaden, 2500, Danmark",55.6730626,12.5024117
3427,1600000,2007-12-19, Ejerlejlighed ,19753,3,81,1953,Rådmand Steins Alle 23 Frederiksberg,"Rådmand Steins Alle, Frederiksberg Kommune, Region Hovedstaden, 2500, Danmark",55.6730626,12.5024117
3428,1995000,2005-07-05, Ejerlejlighed ,24630,3,81,1953,Rådmand Steins Alle 23 Frederiksberg,"Rådmand Steins Alle, Frederiksberg Kommune, Region Hovedstaden, 2500, Danmark",55.6730626,12.5024117
3429,13500000,2006-04-19, Villa ,49632,7,272,1900,Christian Winthers Vej 16 Frederiksberg C,"16, Christian Winthers Vej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 1860, Danmark",55.680836,12.537546
3430,4195000,2006-04-19, Ejerlejlighed ,37793,3,111,1790,Badstuestræde 18D København K,"18D, Badstuestræde, Kødbyen, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 1209, Danmark",55.67757,12.575426
3431,4995770,2007-01-08, Ejerlejlighed ,43067,3,116,1790,Badstuestræde 18D København K,"18D, Badstuestræde, Kødbyen, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 1209, Danmark",55.67757,12.575426
3432,4325000,2006-04-19, Ejerlejlighed ,33789,4,128,1905,Henrik Steffens Vej 1 Frederiksberg C,"1, Henrik Steffens Vej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 1866, Danmark",55.677573,12.537772
3433,600000,2006-02-13, Ejerlejlighed ,4688,4,128,1905,Henrik Steffens Vej 1 Frederiksberg C,"1, Henrik Steffens Vej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 1866, Danmark",55.677573,12.537772
3434,1795000,2006-04-19, Ejerlejlighed ,25282,2,71,1970,Frederiksborgvej 17 København NV,,,
3435,1200000,2000-10-05, Ejerlejlighed ,12121,3,99,1970,Frederiksborgvej 17 København NV,,,
3436,1420000,2005-03-16, Ejerlejlighed ,22188,2,64,1970,Frederiksborgvej 17 København NV,,,
3437,1550000,2006-12-13, Ejerlejlighed ,24219,2,64,1970,Frederiksborgvej 17 København NV,,,
3438,647000,1999-01-14, Ejerlejlighed ,12686,2,51,1970,Frederiksborgvej 17 København NV,,,
3439,1200000,1999-12-14, Villa ,12121,3,99,1970,Frederiksborgvej 17 København NV,,,
3440,4995000,2006-04-19, Ejerlejlighed ,28873,6,173,1891,Odensegade 15 København Ø,"15, Odensegade, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.70007800000001,12.580142
3441,4875000,2006-03-15, Ejerlejlighed ,28179,6,173,1891,Odensegade 15 København Ø,"15, Odensegade, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.70007800000001,12.580142
3442,4326000,2005-10-18, Ejerlejlighed ,27208,6,159,1891,Odensegade 15 København Ø,"15, Odensegade, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.70007800000001,12.580142
3443,2650000,2006-04-20, Ejerlejlighed ,38406,3,69,1891,Rolfsvej 25 Frederiksberg,"25, Rolfsvej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.683534,12.53337
3444,3450000,2006-04-20, Ejerlejlighed ,32243,3,107,2006,Klaksvigsgade 9 København S,"9, Klaksvigsgade, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.666959,12.58062
3445,3300000,2006-03-22, Ejerlejlighed ,30000,3,110,2006,Klaksvigsgade 9 København S,"9, Klaksvigsgade, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.666959,12.58062
3446,3000000,2006-06-30, Ejerlejlighed ,34483,2,87,2006,Klaksvigsgade 9 København S,"9, Klaksvigsgade, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.666959,12.58062
3447,3200000,2006-03-09, Ejerlejlighed ,29907,3,107,2006,Klaksvigsgade 9 København S,"9, Klaksvigsgade, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.666959,12.58062
3448,3500000,2006-04-20, Villa ,28926,5,121,1927,Milosvej 14 København S,"14, Milosvej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.647211,12.621207
3449,8995000,2006-04-20, Ejerlejlighed ,51400,5,175,1886,Frydendalsvej 5 Frederiksberg C,"5, Frydendalsvej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 1809, Danmark",55.67360600000001,12.536392
3450,4495000,2007-01-09, Ejerlejlighed ,37773,4,119,1886,Frydendalsvej 5 Frederiksberg C,"5, Frydendalsvej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 1809, Danmark",55.67360600000001,12.536392
3451,3698934,2006-04-20, Ejerlejlighed ,34896,3,106,2008,Kenny Drews Vej 87 København SV,,,
3452,3720429,2006-01-24, Ejerlejlighed ,37204,3,100,2008,Kenny Drews Vej 87 København SV,,,
3453,1300000,2006-04-20, Ejerlejlighed ,20313,2,64,1936,C.F. Richs Vej 104 Frederiksberg,"C.F. Richs Vej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.6889341,12.517420199999998
3454,484038,1998-01-19, Ejerlejlighed ,7563,2,64,1936,C.F. Richs Vej 104 Frederiksberg,"C.F. Richs Vej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.6889341,12.517420199999998
3455,1340000,2006-12-18, Ejerlejlighed ,18108,3,74,1936,C.F. Richs Vej 104 Frederiksberg,"C.F. Richs Vej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.6889341,12.517420199999998
3456,1242209,2003-03-02, Ejerlejlighed ,16787,3,74,1936,C.F. Richs Vej 104 Frederiksberg,"C.F. Richs Vej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.6889341,12.517420199999998
3457,1860625,2006-04-21, Ejerlejlighed ,30010,2,62,1928,Borups Allé 225 København NV,,,
3458,750000,2006-04-21, Ejerlejlighed ,26786,1,28,1935,Sorrentovej 12 København S,"12, Sorrentovej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.658322,12.621735
3459,729000,1998-09-07, Ejerlejlighed ,9346,4,78,1935,Sorrentovej 12 København S,"12, Sorrentovej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.658322,12.621735
3460,1118250,2003-06-10, Ejerlejlighed ,18638,3,60,1935,Sorrentovej 12 København S,"12, Sorrentovej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.658322,12.621735
3461,1345000,2001-09-05, Ejerlejlighed ,17244,4,78,1935,Sorrentovej 12 København S,"12, Sorrentovej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.658322,12.621735
3462,4485000,2006-04-21, Ejerlejlighed ,24113,7,186,1910,Amalievej 23 Frederiksberg C,"23, Amalievej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 1875, Danmark",55.678649,12.547037
3463,2625000,2000-06-16, Ejerlejlighed ,16827,5,156,1910,Amalievej 23 Frederiksberg C,"23, Amalievej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 1875, Danmark",55.678649,12.547037
3464,1700000,1997-06-24, Ejerlejlighed ,9189,6,185,1910,Amalievej 23 Frederiksberg C,"23, Amalievej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 1875, Danmark",55.678649,12.547037
3465,1854000,1999-08-02, Ejerlejlighed ,12039,4,154,1910,Amalievej 23 Frederiksberg C,"23, Amalievej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 1875, Danmark",55.678649,12.547037
3466,1769159,2006-04-21, Ejerlejlighed ,21841,2,81,2006,Jens Otto Krags Gade 11 København S,"11, Jens Otto Krags Gade, Kødbyen, Enghave Brygge, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.659014,12.569484
3467,2269582,2006-03-08, Ejerlejlighed ,21615,3,105,2006,Jens Otto Krags Gade 11 København S,"11, Jens Otto Krags Gade, Kødbyen, Enghave Brygge, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.659014,12.569484
3468,1789897,2006-03-08, Ejerlejlighed ,21308,2,84,2006,Jens Otto Krags Gade 11 København S,"11, Jens Otto Krags Gade, Kødbyen, Enghave Brygge, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.659014,12.569484
3469,1983357,2006-03-08, Ejerlejlighed ,24486,2,81,2006,Jens Otto Krags Gade 11 København S,"11, Jens Otto Krags Gade, Kødbyen, Enghave Brygge, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.659014,12.569484
3470,370000,2006-04-22, Ejerlejlighed ,5522,2,67,1898,Hjalmar Brantings Plads 4 København Ø,"4, Hjalmar Brantings Plads, Indre Østerbro, Frederiksstaden, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.692509,12.582106
3471,250000,1995-09-28, Ejerlejlighed ,1852,2,135,1898,Hjalmar Brantings Plads 4 København Ø,"4, Hjalmar Brantings Plads, Indre Østerbro, Frederiksstaden, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.692509,12.582106
3472,8696000,2006-04-22, Villa ,43480,7,188,1924,Carl Feilbergs Vej 14 Frederiksberg,"14, Carl Feilbergs Vej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.6767,12.505707
3473,2300000,2006-04-23, Ejerlejlighed ,34848,2,66,1909,Mathildevej 12A Frederiksberg,"12A, Mathildevej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.675775,12.517634
3474,817000,1998-06-09, Ejerlejlighed ,12379,2,66,1909,Mathildevej 12A Frederiksberg,"12A, Mathildevej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.675775,12.517634
