,Unnamed: 0,Address,Sell_price,Date_of_sale,Type,sqm_price,Rooms,m2,Building_year
1155,5," Carl Th. Zahles Gade 14, 1. tv, 2300 København S",2149000,2003-11-17, Ejerlejlighed ,19018,3,113,2004
1156,6," Blytsvej 6, st, 2000 Frederiksberg",3000000,2003-11-18, Ejerlejlighed ,18293,4,164,1899
1157,7," Halls Alle 12, 1. th, 1802 Frederiksberg C",1860000,2003-11-18, Ejerlejlighed ,19579,4,95,1896
1158,8," Dag Hammarskjölds Allé 5, 1. tv, 2100 København Ø",3850000,2003-11-18, Ejerlejlighed ,16245,6,237,1899
1159,9," Nattergalevej 88, 2. tv, 2400 København NV",995000,2003-11-18, Ejerlejlighed ,18091,2,55,1937
1160,10," Østerbrogade 84B, 2, 2100 København Ø",1248000,2003-11-18, Ejerlejlighed ,22691,2,55,1900
1161,11," Gammel Mønt 19, 3, 1117 København K",2850000,2003-11-18, Ejerlejlighed ,17925,4,159,1850
1162,12," Grøndalsvej 38, 1. th, 2000 Frederiksberg",1952000,2003-11-19, Ejerlejlighed ,21451,2,91,1930
1163,13," Ørholmgade 6, 3. tv, 2200 København N",1000000,2003-11-19, Ejerlejlighed ,18182,2,55,1935
1164,14," Sankt Knuds Vej 10A, 2, 1903 Frederiksberg C",1720000,2003-11-19, Ejerlejlighed ,18105,5,95,1868
1165,15," Fiskedamsgade 11, 1. tv, 2100 København Ø",600000,2003-11-19, Ejerlejlighed ,10526,2,57,1900
1166,16," Langelinie Allé 29, kl. 6, 2100 København Ø",75000,2003-11-20, Fritidshus ,5769,1,0,2001
1167,17," Faksegade 17, st. tv, 2100 København Ø",2171000,2003-11-20, Ejerlejlighed ,15182,5,143,1880
1168,18," Carl Th. Zahles Gade 12, 3. tv, 2300 København S",2249000,2003-11-20, Ejerlejlighed ,19728,3,114,2004
1169,19," Johan Semps Gade 7, st. th, 1402 København K",2300000,2003-11-20, Ejerlejlighed ,18110,3,127,2002
1170,20," Backersvej 150A, 2. tv, 2300 København S",1100000,2003-11-20, Ejerlejlighed ,21569,2,51,1929
1171,21," Dronningens Tværgade 32, 2. 4, 1302 København K",1295000,2003-11-20, Ejerlejlighed ,22328,2,58,1957
1172,22," Midtermolen 16, 5. tv, 2100 København Ø",2389520,2003-11-21, Ejerlejlighed ,27785,2,86,1994
1173,23," Horsebakken 36, 2400 København NV",1221811,2003-11-21, Villa ,4156,4,187,1950
1174,24," Bispeengen 5, 4. tv, 2000 Frederiksberg",1060000,2003-11-21, Ejerlejlighed ,15143,2,70,1914
1175,25," Kilevej 1, st. tv, 2000 Frederiksberg",1340000,2003-11-23, Ejerlejlighed ,16962,3,79,1884
1176,26," Hessensgade 29, 2. tv, 2300 København S",920000,2003-11-23, Ejerlejlighed ,16429,2,56,1965
1177,27," Borups Allé 235F, 2. tv, 2400 København NV",1000000,2003-11-23, Ejerlejlighed ,16129,2,62,1921
1178,28," Heimdalsgade 40, 1. tv, 2200 København N",1095000,2003-11-24, Ejerlejlighed ,15208,3,72,1934
1179,29," Sjælør Boulevard 20, 2. th, 2450 København SV",845000,2003-11-24, Ejerlejlighed ,18370,2,46,1936
1180,30," Spartavej 12, 2300 København S",1700000,2003-11-24, Villa ,12782,4,133,1926
1181,31," Dronning Olgas Vej 20A, 1, 2000 Frederiksberg",2199000,2003-11-24, Ejerlejlighed ,17315,5,127,1896
1182,32," Tovværkgade 4, 2. tv, 2300 København S",1365000,2003-11-25, Ejerlejlighed ,18446,4,74,1900
1183,33," Tøndergade 22, 4. th, 1752 København V",1175000,2003-11-25, Ejerlejlighed ,21759,2,54,1896
1184,34," Biens Allé 7, 2300 København S",2050000,2003-11-25, Villa ,16270,6,126,1906
1185,35," Stradellasvej 30, 1. 3, 2450 København SV",907209,2003-11-25, Ejerlejlighed ,15916,2,57,1944
1186,36," Herninggade 5, st. th, 2100 København Ø",890000,2003-11-26, Ejerlejlighed ,17451,1,51,1935
1187,37," Øresundsvej 138R, 2300 København S",1712614,2003-11-26, Ejerlejlighed ,21143,3,81,2003
1188,38," Øresundsvej 138Y, 2300 København S",2046839,2003-11-26, Ejerlejlighed ,20266,4,101,2003
1189,39," Øresundsvej 140C, 2300 København S",1713236,2003-11-26, Ejerlejlighed ,21151,3,81,2003
1190,40," Øresundsvej 140E, 1. th, 2300 København S",1623028,2003-11-26, Ejerlejlighed ,18655,3,87,2003
1191,41," Nyvej 17, 1. tv, 1851 Frederiksberg C",3250000,2003-11-26, Ejerlejlighed ,18786,7,173,1878
1192,42," Solitudevej 2, 3. tv, 2200 København N",1550000,2003-11-26, Ejerlejlighed ,17816,3,87,1891
1193,43," Marstalsgade 35, 1. tv, 2100 København Ø",1075000,2003-11-26, Ejerlejlighed ,19545,2,55,1903
1194,44," Bianco Lunos Alle 9, 3. th, 1868 Frederiksberg C",2425000,2003-11-27, Ejerlejlighed ,18654,4,130,1884
1195,45," Hulgårdsvej 12, 2400 København NV",2180000,2003-11-27, Rækkehus ,18017,5,121,1927
1196,46," Ålandsgade 55, 1. tv, 2300 København S",985000,2003-11-27, Ejerlejlighed ,17589,2,56,1940
1197,47," Nyelandsvej 73, 1. 2, 2000 Frederiksberg",1378000,2003-11-27, Ejerlejlighed ,17896,2,77,1957
1198,48," Willemoesgade 39, 4. tv, 2100 København Ø",1775000,2003-11-27, Ejerlejlighed ,19293,4,92,1907
1199,49," Tesdorpfsvej 35A, 2000 Frederiksberg",2600000,2003-11-28, Rækkehus ,12381,6,210,1934
1200,0," Jens Otto Krags Gade 9, 6. 3, 2300 København S",2995000,2006-05-03, Ejerlejlighed ,37438,2,80,2006
1201,1," Jens Otto Krags Gade 9, 2. 1, 2300 København S",2145000,2006-05-03, Ejerlejlighed ,25536,2,84,2006
1202,2," Åbenrå 10, 3. 12, 1124 København K",3900000,2006-05-03, Ejerlejlighed ,32773,2,119,1972
1203,3," Fredericiagade 11, 1. tv, 1310 København K",3800000,2006-05-03, Ejerlejlighed ,39175,2,97,1758
1204,4," Wilhelm Marstrands Gade 11, 2100 København Ø",585000,2006-05-03, Rækkehus ,4333,6,135,1883
1205,5," Holmbladsgade 81, st. tv, 2300 København S",1685000,2006-05-04, Ejerlejlighed ,33039,2,51,1905
1206,6," Wildersgade 31, 1. th, 1408 København K",2505000,2006-05-04, Ejerlejlighed ,36838,2,68,1933
1207,7," Skipper Clements Allé 1, st, 2300 København S",4399000,2006-05-04, Ejerlejlighed ,25725,6,171,1900
1208,8," Peter Fabers Gade 45, 2. tv, 2200 København N",1875000,2006-05-05, Ejerlejlighed ,35377,2,53,1895
1209,9," Kompagnistræde 24, 4, 1208 København K",2960000,2006-05-05, Ejerlejlighed ,36098,4,82,1797
1210,10," Willemoesgade 62, 5. tv, 2100 København Ø",3065000,2006-05-05, Ejerlejlighed ,32606,3,94,1898
1211,11," Digevej 26, 2. tv, 2300 København S",1945000,2006-05-05, Ejerlejlighed ,21854,3,89,2006
1212,12," Borgmester Fischers Vej 5E, 1. 2, 2000 Frederiksberg",3600000,2006-05-08, Ejerlejlighed ,30000,4,120,2001
1213,13," Rentemestervej 19A, 3. 2, 2400 København NV",3065000,2006-05-08, Ejerlejlighed ,21893,1,140,1989
1214,14," Arkonagade 16, 2. th, 1726 København V",2995000,2006-05-08, Ejerlejlighed ,39933,3,75,1905
1215,15," Hillerødgade 15, 1. th, 2200 København N",1952000,2006-05-08, Ejerlejlighed ,34857,2,56,1935
1216,16," Strandvejen 63, 4. tv, 2100 København Ø",5200000,2006-05-08, Ejerlejlighed ,22222,7,234,1908
1217,17," Sumatravej 49, 2300 København S",3125000,2006-05-08, Villa ,25615,6,122,1938
1218,18," Lersø Parkallé 37, st. th, 2100 København Ø",2312500,2006-05-08, Ejerlejlighed ,33514,3,69,1926
1219,19," Steen Blichers Vej 1, st. tv, 2000 Frederiksberg",4800000,2006-05-08, Ejerlejlighed ,27746,6,173,1891
1220,20," Gråbrødretorv 17, 3, 1154 København K",3800000,2006-05-08, Ejerlejlighed ,40426,3,94,1857
1221,21," Farumgade 1, 4. tv, 2200 København N",1715000,2006-05-09, Ejerlejlighed ,32981,2,52,1892
1222,22," Vesterbrogade 167, 2, 1800 Frederiksberg C",3245000,2006-05-09, Ejerlejlighed ,29500,4,110,1924
1223,23," Kenny Drews Vej 83, 4. tv, 2450 København SV",5306670,2006-05-09, Ejerlejlighed ,43497,4,122,2008
1224,24," Svend Trøsts Vej 11, 1912 Frederiksberg C",6448000,2006-05-10, Rækkehus ,47763,3,135,1987
1225,25," Slusevej 67, 2300 København S",2049000,2006-05-10, Villa ,30132,4,68,1978
1226,26," Kenny Drews Vej 51, st, 2450 København SV",2998455,2006-05-10, Ejerlejlighed ,39453,2,76,2008
1227,27," Caprivej 6, st. th, 2300 København S",1675000,2006-05-10, Ejerlejlighed ,32212,2,52,1937
1228,28," Elbagade 69, 2. th, 2300 København S",1750000,2006-05-11, Ejerlejlighed ,30172,2,58,1935
1229,29," Venøgade 22, 5, 2100 København Ø",4545000,2006-05-11, Ejerlejlighed ,40221,4,113,2007
1230,30," Svinget 5, 4. th, 2300 København S",2999000,2006-05-11, Ejerlejlighed ,31568,4,95,1914
1231,31," Svanemøllevej 38, 2100 København Ø",12100000,2006-05-11, Villa ,67222,5,180,1997
1232,32," Holger Danskes Vej 87, 1. 2, 2000 Frederiksberg",1128000,2006-05-11, Villa ,41778,1,27,2006
1233,33," Jens Otto Krags Gade 7, 4. 2, 2300 København S",2300000,2006-05-11, Ejerlejlighed ,29487,2,78,2006
1234,34," Gammel Kongevej 127, 2. th, 1850 Frederiksberg C",5650000,2006-05-11, Ejerlejlighed ,27833,7,173,1892
1235,35," Keplersgade 8, 1. th, 2300 København S",1790000,2006-05-11, Ejerlejlighed ,31964,2,56,1904
1236,36," Reventlowsgade 28, 5. tv, 1651 København V",3495000,2006-05-11, Ejerlejlighed ,34265,3,102,1888
1237,37," Hollænderdybet 4, 1. tv, 2300 København S",1134909,2006-05-14, Ejerlejlighed ,18605,2,61,1918
1238,38," Strandboulevarden 62B, 5. tv, 2100 København Ø",3400000,2006-05-14, Ejerlejlighed ,33333,4,102,1907
1239,39," Dronningens Tværgade 36, 3. 1, 1302 København K",3050000,2006-05-15, Ejerlejlighed ,37195,3,82,1957
1240,40," Firkløvervej 19, 2400 København NV",2000000,2006-05-15, Villa ,33333,4,60,1923
1241,41," Ahornsgade 4, st. tv, 2200 København N",1575000,2006-05-15, Ejerlejlighed ,34239,1,46,1900
1242,42," Kenny Drews Vej 65, 2. th, 2450 København SV",3549866,2006-05-15, Ejerlejlighed ,36223,3,98,2008
1243,43," Sorrentovej 14, 1. tv, 2300 København S",1020000,2006-05-15, Ejerlejlighed ,19615,2,52,1940
1244,44," Fuglebakkevej 19, 2000 Frederiksberg",7850000,2006-05-16, Rækkehus ,42432,8,185,1927
1245,45," H. Schneekloths Vej 7, 5. tv, 2000 Frederiksberg",2450000,2006-05-16, Ejerlejlighed ,33108,3,74,1933
1246,46," Tønnesvej 8, 2. tv, 2300 København S",1445000,2006-05-17, Ejerlejlighed ,30104,2,48,1935
1247,47," Strandboulevarden 105, st. th, 2100 København Ø",3350000,2006-05-17, Ejerlejlighed ,30734,4,109,1915
1248,48," Kilevej 1, st. th, 2000 Frederiksberg",2650000,2006-05-18, Ejerlejlighed ,34868,3,76,1884
1249,49," Dronningens Tværgade 34, 6. 2, 1302 København K",1460000,2006-05-19, Ejerlejlighed ,29796,1,49,1957
1250,0," Porcelænshaven 5B, 4. mf, 2000 Frederiksberg",3495000,2005-12-19, Ejerlejlighed ,34950,2,100,2006
1251,1," Ny Østergade 20, 3. 3, 1101 København K",3500000,2005-12-19, Ejerlejlighed ,30172,3,116,1978
1252,2," Porcelænshaven 5E, 4. tv, 2000 Frederiksberg",4095000,2005-12-19, Ejerlejlighed ,29891,5,137,2006
1253,3," Islands Brygge 32A, 1. 102, 2300 København S",3000000,2005-12-19, Ejerlejlighed ,27523,2,109,1963
1254,4," Porcelænshaven 5F, st. th, 2000 Frederiksberg",2495000,2005-12-19, Ejerlejlighed ,26828,3,93,2006
1255,5," Porcelænshaven 5F, 1. th, 2000 Frederiksberg",2750000,2005-12-19, Ejerlejlighed ,27228,3,101,2006
1256,6," Vordingborggade 39, st. tv, 2100 København Ø",1305000,2005-12-20, Ejerlejlighed ,15536,3,84,1915
1257,7," Nørrebrogade 148, 5. th, 2200 København N",2965000,2005-12-20, Ejerlejlighed ,22808,4,130,1901
1258,8," Rosenvængets Allé 15, st. tv, 2100 København Ø",1075000,2005-12-20, Ejerlejlighed ,10644,4,101,1931
1259,9," Ved Volden 9, 3. th, 1425 København K",1821126,2005-12-20, Ejerlejlighed ,19374,4,94,1938
1260,10," C.F. Møllers Allé 32, 2. tv, 2300 København S",3119240,2005-12-20, Ejerlejlighed ,25360,2,123,2007
1261,11," Amalievej 9A, st, 1875 Frederiksberg C",1112312,2005-12-20, Ejerlejlighed ,11467,3,97,1867
1262,12," Amalievej 9A, 1, 1875 Frederiksberg C",1396899,2005-12-20, Ejerlejlighed ,10347,4,135,1867
1263,13," Spartavej 9, 2300 København S",2500000,2005-12-20, Villa ,39063,3,64,1931
1264,14," Olymposvej 57, 2300 København S",1530000,2005-12-20, Villa ,16813,3,91,1934
1265,15," Strandvejen 8, 1. th, 2100 København Ø",4275000,2005-12-20, Ejerlejlighed ,29483,5,145,1929
1266,16," Øresundsvej 144E, 1. th, 2300 København S",2175000,2005-12-21, Ejerlejlighed ,19773,3,110,2005
1267,17," Holger Danskes Vej 28A, 2. 1, 2000 Frederiksberg",1185000,2005-12-21, Villa ,26932,1,44,1922
1268,18," Landskronagade 70A, kl, 2100 København Ø",158913,2005-12-21, Fritidshus ,122,1,0,1887
1269,19," Paludan Müllers Vej 3, 3. tv, 1815 Frederiksberg C",4995000,2005-12-21, Ejerlejlighed ,26289,6,190,1894
1270,20," Lille Strandstræde 12A, 2, 1254 København K",2800000,2005-12-21, Ejerlejlighed ,51852,1,54,1778
1271,21," Holger Danskes Vej 30, 3. 1, 2000 Frederiksberg",1460000,2005-12-21, Villa ,28627,1,51,1922
1272,22," C.F. Møllers Allé 32, 2. th, 2300 København S",2333300,2005-12-21, Ejerlejlighed ,24305,2,96,2007
1273,23," Svinget 22, 4. th, 2300 København S",2995000,2005-12-21, Ejerlejlighed ,34425,3,87,1914
1274,24," Islands Brygge 32A, 8. 876, 2300 København S",4095000,2005-12-22, Ejerlejlighed ,37569,2,109,1963
1275,25," Frederikssundsvej 22, 3. th, 2400 København NV",1190000,2005-12-22, Ejerlejlighed ,12526,4,95,1936
1276,26," C.F. Møllers Allé 32, 4. tv, 2300 København S",3273410,2005-12-22, Ejerlejlighed ,26613,2,123,2007
1277,27," Korsørgade 36, 4. th, 2100 København Ø",2095000,2005-12-22, Ejerlejlighed ,32734,2,64,1917
1278,28," Vestermarksvej 22, 2300 København S",1317500,2005-12-22, Villa ,9981,5,132,1956
1279,29," Jagtvej 213, 6. 1, 2100 København Ø",1232500,2005-12-22, Ejerlejlighed ,14167,3,87,1972
1280,30," Uplandsgade 22, 1. th, 2300 København S",2995000,2005-12-22, Ejerlejlighed ,29363,4,102,1924
1281,31," Amaliegade 13B, 6. th, 1256 København K",6000000,2005-12-23, Ejerlejlighed ,43165,3,139,1962
1282,32," Matthæusgade 50, 5. 54, 1666 København V",1225000,2005-12-23, Ejerlejlighed ,26064,1,47,1971
1283,33," Nørre Sideallé 5, 3. tv, 2200 København N",923976,2005-12-23, Ejerlejlighed ,16800,2,55,1901
1284,34," Åboulevard 18, 5. tv, 2200 København N",2040000,2005-12-24, Ejerlejlighed ,13247,7,154,1896
1285,35," Johannes V. Jensens Alle 48, 1. tv, 2000 Frederiksberg",3995000,2005-12-24, Ejerlejlighed ,19975,5,200,1971
1286,36," Hammershøis Kaj 10, 5. tv, 1402 København K",4900000,2005-12-25, Ejerlejlighed ,41176,4,119,2003
1287,37," Borgmester Fischers Vej 5E, st. 2, 2000 Frederiksberg",3298000,2005-12-26, Ejerlejlighed ,27483,4,120,2001
1288,38," Rudolph Berghs Gade 22, 2100 København Ø",1769062,2005-12-27, Rækkehus ,10920,6,162,1921
1289,39," Strandvejen 10, 1. tv, 2100 København Ø",3795000,2005-12-27, Ejerlejlighed ,24327,6,156,1929
1290,40," Hallinsgade 11, 2100 København Ø",5300000,2005-12-28, Rækkehus ,41085,5,129,1873
1291,41," Kinavej 21, 2300 København S",900000,2005-12-28, Villa ,10227,4,88,1932
1292,42," H.C. Lumbyes Gade 14, 2100 København Ø",3000000,2005-12-28, Rækkehus ,22059,6,136,1894
1293,43," Østbanegade 39, 1. 3, 2100 København Ø",1895000,2005-12-28, Ejerlejlighed ,31583,2,60,1931
1294,44," Aksel Møllers Have 30, 5. mf, 2000 Frederiksberg",1180000,2005-12-28, Ejerlejlighed ,16620,2,71,1946
1295,45," Ålandsgade 7, st. th, 2300 København S",1515000,2005-12-28, Ejerlejlighed ,30918,2,49,1901
1296,46," Lundtoftegade 101, st. th, 2200 København N",1690000,2005-12-29, Ejerlejlighed ,28167,2,60,1930
1297,47," Lille Strandstræde 20, 2. tv, 1254 København K",7500000,2005-12-29, Ejerlejlighed ,29528,7,254,1778
1298,48," Vodroffsvej 61, 1. th, 1900 Frederiksberg C",6000000,2005-12-29, Ejerlejlighed ,33520,5,179,1914
1299,49," Emdrupvej 104, st, 2400 København NV",3050000,2005-12-30, Ejerlejlighed ,26522,4,115,1955
1300,0," Østbanegade 35, 1. 2, 2100 København Ø",1950000,2006-04-13, Ejerlejlighed ,34821,2,56,1931
1301,1," Baldersgade 71, st. th, 2200 København N",280000,2006-04-15, Ejerlejlighed ,3733,2,75,1903
1302,2," Baldersgade 71, 1. tv, 2200 København N",280000,2006-04-15, Ejerlejlighed ,3294,2,85,1903
1303,3," Baldersgade 71, 2. tv, 2200 København N",280000,2006-04-15, Ejerlejlighed ,3294,3,85,1903
1304,4," Baldersgade 71, 2. th, 2200 København N",280000,2006-04-15, Ejerlejlighed ,3836,3,73,1903
1305,5," Baldersgade 73, 3. th, 2200 København N",280000,2006-04-15, Ejerlejlighed ,5000,2,56,1903
1306,6," Jellingegade 3, st. th, 2100 København Ø",2225000,2006-04-15, Ejerlejlighed ,35317,2,63,1905
1307,7," Kenny Drews Vej 61, st. th, 2450 København SV",3324317,2006-04-16, Ejerlejlighed ,34628,3,96,2008
1308,8," Grækenlandsvej 62, 2300 København S",3350000,2006-04-17, Rækkehus ,30734,4,109,1903
1309,9," Pakhusvej 10, 8. th, 2100 København Ø",5600000,2006-04-17, Ejerlejlighed ,45528,3,123,2007
1310,10," Grundtvigs Sidevej 5, 3. tv, 1865 Frederiksberg C",2795000,2006-04-18, Ejerlejlighed ,35833,2,78,1975
1311,11," Amerika Plads 20, 4. 2, 2100 København Ø",3675000,2006-04-18, Ejerlejlighed ,42241,3,87,2007
1312,12," Teglholm Allé 9E, 1. th, 2450 København SV",3295000,2006-04-18, Ejerlejlighed ,30509,4,108,2006
1313,13," Peter Ipsens Allé 3, 2. 64, 2400 København NV",995000,2006-04-18, Ejerlejlighed ,24875,1,40,1973
1314,14," Amagerfælledvej 35, st. tv, 2300 København S",1895000,2006-04-18, Ejerlejlighed ,28284,2,67,1914
1315,15," Pakhusvej 2, st. tv, 2100 København Ø",3100000,2006-04-18, Ejerlejlighed ,27434,3,113,2007
1316,16," Cort Adelers Gade 1, 3. tv, 1053 København K",6051500,2006-04-18, Ejerlejlighed ,28147,6,215,1873
1317,17," Rådmand Steins Alle 23, 2. th, 2000 Frederiksberg",2225000,2006-04-19, Ejerlejlighed ,27469,3,81,1953
1318,18," Øresund Parkvej 6, 1. th, 2300 København S",2995000,2006-04-19, Ejerlejlighed ,33652,3,89,2003
1319,19," Vestmannagade 1, 3. tv, 2300 København S",3600000,2006-04-19, Ejerlejlighed ,35294,4,102,1906
1320,20," Pile Alle 5H, st. tv, 2000 Frederiksberg",3410000,2006-04-19, Ejerlejlighed ,37065,3,92,1975
1321,21," Christian Winthers Vej 16, 1860 Frederiksberg C",13500000,2006-04-19, Villa ,49632,7,272,1900
1322,22," Badstuestræde 18D, st. tv, 1209 København K",4195000,2006-04-19, Ejerlejlighed ,37793,3,111,1790
1323,23," Kenny Drews Vej 83, 3. tv, 2450 København SV",4289204,2006-04-19, Ejerlejlighed ,35743,4,120,2008
1324,24," Henrik Steffens Vej 1, 3. tv, 1866 Frederiksberg C",4325000,2006-04-19, Ejerlejlighed ,33789,4,128,1905
1325,25," Frederiksborgvej 17, 3. th, 2400 København NV",1795000,2006-04-19, Ejerlejlighed ,25282,2,71,1970
1326,26," Odensegade 15, 4, 2100 København Ø",4995000,2006-04-19, Ejerlejlighed ,28873,6,173,1891
1327,27," Ny Kongensgade 14, 4. 3, 1472 København K",2395000,2006-04-20, Ejerlejlighed ,39917,1,60,1934
1328,28," Rolfsvej 25, 4. th, 2000 Frederiksberg",2650000,2006-04-20, Ejerlejlighed ,38406,3,69,1891
1329,29," Klaksvigsgade 9, 5. th, 2300 København S",3450000,2006-04-20, Ejerlejlighed ,32243,3,107,2006
1330,30," Milosvej 14, 2300 København S",3500000,2006-04-20, Villa ,28926,5,121,1927
1331,31," Frydendalsvej 5, st, 1809 Frederiksberg C",8995000,2006-04-20, Ejerlejlighed ,51400,5,175,1886
1332,32," Kenny Drews Vej 87, 1. tv, 2450 København SV",3698934,2006-04-20, Ejerlejlighed ,34896,3,106,2008
1333,33," C.F. Richs Vej 104, st. tv, 2000 Frederiksberg",1300000,2006-04-20, Ejerlejlighed ,20313,2,64,1936
1334,34," Borups Allé 225, 1. tv, 2400 København NV",1860625,2006-04-21, Ejerlejlighed ,30010,2,62,1928
1335,35," Sorrentovej 12, st. mf, 2300 København S",750000,2006-04-21, Ejerlejlighed ,26786,1,28,1935
1336,36," Amalievej 23, st, 1875 Frederiksberg C",4485000,2006-04-21, Ejerlejlighed ,24113,7,186,1910
1337,37," Jens Otto Krags Gade 11, 1. 2, 2300 København S",1769159,2006-04-21, Ejerlejlighed ,21841,2,81,2006
1338,38," Bernhard Bangs Alle 9, 3. th, 2000 Frederiksberg",2995000,2006-04-21, Ejerlejlighed ,34034,3,88,1973
1339,39," Hjalmar Brantings Plads 4, kl. tv, 2100 København Ø",370000,2006-04-22, Ejerlejlighed ,5522,2,67,1898
1340,40," Carl Feilbergs Vej 14, 2000 Frederiksberg",8696000,2006-04-22, Villa ,43480,7,188,1924
1341,41," Ørholmgade 6, 1. th, 2200 København N",1899000,2006-04-23, Ejerlejlighed ,36519,2,52,1935
1342,42," Mathildevej 12A, 1. th, 2000 Frederiksberg",2300000,2006-04-23, Ejerlejlighed ,34848,2,66,1909
1343,43," Østerbrogade 43, 5. tv, 2100 København Ø",3450000,2006-04-23, Ejerlejlighed ,33173,3,104,1966
1344,44," Kronborggade 24, 2. th, 2200 København N",2550000,2006-04-23, Ejerlejlighed ,31098,4,82,1900
1345,45," Rentemestervej 21A, 2. 1, 2400 København NV",3180000,2006-04-23, Ejerlejlighed ,18488,5,172,1989
1346,46," Hf. Kalvebod 28, 2450 København SV",94000,2006-04-23, Villa ,783,4,120,1940
1347,47," Wildersgade 5, st. tv, 1408 København K",4195000,2006-04-24, Ejerlejlighed ,36798,3,114,2002
1348,48," Digevej 80, 2300 København S",2545000,2006-04-24, Rækkehus ,20524,4,124,2005
1349,49," Digevej 70, 2300 København S",2445000,2006-04-24, Rækkehus ,20375,4,120,2005
1350,0," Ørestads Boulevard 57A, 9. 903, 2300 København S",2550000,2005-11-27, Ejerlejlighed ,27419,1,93,2005
1351,1," Rubingangen 51, 2300 København S",1430000,2005-11-27, Villa ,12017,5,119,1985
1352,2," Mathildevej 14A, 1. tv, 2000 Frederiksberg",2195000,2005-11-28, Ejerlejlighed ,33769,2,65,1909
1353,3," Forhåbningsholms Alle 15, st. th, 1904 Frederiksberg C",2695000,2005-11-28, Ejerlejlighed ,32866,3,82,1895
1354,4," Skaffervej 11, 1. th, 2400 København NV",1599000,2005-11-29, Ejerlejlighed ,28554,2,56,1935
1355,5," H.C. Andersens Boulevard 40, st, 1553 København V",2695000,2005-11-29, Ejerlejlighed ,18333,3,147,1903
1356,6," Kastrupvej 50, 2. f, 2300 København S",1628370,2005-11-29, Ejerlejlighed ,25847,2,63,1970
1357,7," Esbern Snares Gade 6, 2. th, 1725 København V",595000,2005-11-29, Ejerlejlighed ,7256,4,82,1904
1358,8," Rentemestervej 19A, 3. 3, 2400 København NV",2481440,2005-11-30, Ejerlejlighed ,22355,2,111,1989
1359,9," Lavendelstræde 17A, 3. th, 1462 København K",3500000,2005-11-30, Ejerlejlighed ,30435,3,115,1799
1360,10," Nimbusparken 13, 2. th, 2000 Frederiksberg",3519191,2005-11-30, Ejerlejlighed ,31993,4,110,1955
1361,11," Wagnersvej 6, 1. tv, 2450 København SV",2072936,2005-11-30, Ejerlejlighed ,26921,3,77,1932
1362,12," Nyelandsvej 5, 2. tv, 2000 Frederiksberg",2500000,2005-11-30, Ejerlejlighed ,28736,4,87,1889
1363,13," Syriensvej 29, 2300 København S",2850000,2005-11-30, Rækkehus ,39041,3,73,1942
1364,14," Johannes V. Jensens Alle 46, 3. th, 2000 Frederiksberg",5250000,2005-12-01, Ejerlejlighed ,30172,6,174,1971
1365,15," Strandgade 8D, st, 1401 København K",890000,2005-12-01, Ejerlejlighed ,20227,2,44,1668
1366,16," Strandvejen 71B, st. th, 2100 København Ø",1360000,2005-12-01, Ejerlejlighed ,15281,3,89,1943
1367,17," Porcelænshaven 2B, 1. 2, 2000 Frederiksberg",2395000,2005-12-01, Ejerlejlighed ,24948,3,96,1861
1368,18," Holger Danskes Vej 12, 2. th, 2000 Frederiksberg",707075,2005-12-01, Ejerlejlighed ,14731,2,48,1885
1369,19," Kenny Drews Vej 77, st, 2450 København SV",2832758,2005-12-02, Ejerlejlighed ,34972,2,81,2008
1370,20," Sankt Thomas Alle 3, 2. tv, 1824 Frederiksberg C",5375000,2005-12-02, Ejerlejlighed ,31250,5,172,1904
1371,21," Platanvej 18, 1. 9, 1810 Frederiksberg C",2675000,2005-12-04, Ejerlejlighed ,33025,3,81,1978
1372,22," Howitzvej 59, 1. th, 2000 Frederiksberg",2650000,2005-12-04, Ejerlejlighed ,31176,3,85,1904
1373,23," Under Elmene 8, 3. th, 2300 København S",1925000,2005-12-04, Ejerlejlighed ,30078,2,64,1915
1374,24," Halmtorvet 29A, 4. tv, 1700 København V",4520000,2005-12-04, Ejerlejlighed ,40357,3,112,1908
1375,25," Islands Brygge 65, 5. tv, 2300 København S",3550000,2005-12-04, Ejerlejlighed ,36598,3,97,2002
1376,26," Englandsvej 38A, 1. th, 2300 København S",2000000,2005-12-04, Ejerlejlighed ,23529,3,85,1936
1377,27," H.C. Andersens Boulevard 40A, 3. th, 1553 København V",3325000,2005-12-05, Ejerlejlighed ,23921,5,139,1903
1378,28," Kenny Drews Vej 89, st. tv, 2450 København SV",3095530,2005-12-05, Ejerlejlighed ,31913,3,97,2008
1379,29," Vibekegade 22, 2. th, 2100 København Ø",2250000,2005-12-05, Ejerlejlighed ,40179,2,56,1926
1380,30," Sankt Jakobs Plads 2, 1, 2100 København Ø",4550000,2005-12-05, Ejerlejlighed ,25706,5,177,1902
1381,31," Peblinge Dossering 20, st. tv, 2200 København N",3525000,2005-12-05, Ejerlejlighed ,48958,2,72,1886
1382,32," Caprivej 1, 4. tv, 2300 København S",841500,2005-12-06, Ejerlejlighed ,13357,2,63,1932
1383,33," Krogerupgade 49, 4. th, 2200 København N",862356,2005-12-06, Ejerlejlighed ,16271,2,53,1935
1384,34," Hoffmeyersvej 33, 2000 Frederiksberg",6995000,2005-12-06, Villa ,40434,6,173,1934
